molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,activity_comment,assay_chembl_id,assay_type,target_chembl_id,target_pref_name,document_chembl_id,src_id,data_validity_comment,is_active,safety_category,target_common_name,activity_class,activity_class_label
CHEMBL203912,O=C(CCOc1ccc(CN2CCCCC2)cc1)N1CCC(Cc2c[nH]cn2)CC1,IC50,=,1000.0,nM,6.0,,CHEMBL866475,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138111,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL203983,Nc1ncc(-c2ccc(OCCCN3CCC(Cc4c[nH]cn4)CC3)cc2)cn1,IC50,=,12000.0,nM,4.92,,CHEMBL866475,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138111,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL204587,c1cnc2ccc(OCCCN3CCC(Cc4c[nH]cn4)CC3)cc2c1,IC50,=,2000.0,nM,5.7,,CHEMBL866475,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138111,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL382677,c1cncc(-c2ccc(OCCCN3CCC(Cc4c[nH]cn4)CC3)cc2)c1,IC50,=,300.0,nM,6.52,,CHEMBL866475,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138111,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL204640,c1cnc(-c2ccc(OCCCN3CCC(Cc4c[nH]cn4)CC3)cc2)nc1,IC50,=,6000.0,nM,5.22,,CHEMBL866475,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138111,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL204639,c1ncc(-c2ccc(OCCCN3CCC(Cc4c[nH]cn4)CC3)cc2)cn1,IC50,=,4000.0,nM,5.4,,CHEMBL866475,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138111,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL204951,c1nc(CC2CCN(CCCOc3ccc(NC4CCCCC4)cc3)CC2)c[nH]1,IC50,=,900.0,nM,6.05,,CHEMBL866475,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138111,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL379885,c1nc(CC2CCN(CCCOc3ccc(N4CCCCC4)cc3)CC2)c[nH]1,IC50,=,1000.0,nM,6.0,,CHEMBL866475,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138111,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL380139,c1cc(OCCCN2CCC(Cc3c[nH]cn3)CC2)cc(OC2CCCCC2)c1,IC50,=,2000.0,nM,5.7,,CHEMBL866475,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138111,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL204606,c1nc(CC2CCN(CCCOc3ccc(OC4CCCCC4)cc3)CC2)c[nH]1,IC50,=,300.0,nM,6.52,,CHEMBL866475,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138111,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL203696,FC1(F)CCN(Cc2ccc(OCCCN3CCC(Cc4c[nH]cn4)CC3)cc2)CC1,IC50,=,6000.0,nM,5.22,,CHEMBL866475,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138111,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL379445,CCN(CC)Cc1ccc(OCCCN2CCC(Cc3c[nH]cn3)CC2)cc1,IC50,=,6000.0,nM,5.22,,CHEMBL866475,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138111,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL204193,c1nc(CC2CCN(CCOc3ccc(CN4CCCCC4)cc3)CC2)c[nH]1,IC50,=,3000.0,nM,5.52,,CHEMBL866475,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138111,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL380525,c1cc(CN2CCCCC2)cc(OCCCN2CCC(Cc3c[nH]cn3)CC2)c1,IC50,=,3000.0,nM,5.52,,CHEMBL866475,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138111,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL424675,c1nc(CC2CCN(CCCOc3ccc(CN4CCCCC4)cc3)CC2)c[nH]1,IC50,=,14000.0,nM,4.85,,CHEMBL866475,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138111,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL205129,c1nc(CC2CCN(CCCOc3ccc(CCN4CCCCC4)cc3)CC2)c[nH]1,IC50,=,1000.0,nM,6.0,,CHEMBL866476,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138111,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL204705,O=C1CCCCN1Cc1ccc(OCCCN2CCC(Cc3c[nH]cn3)CC2)cc1,IC50,=,5000.0,nM,5.3,,CHEMBL866476,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138111,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL203805,O=C(c1ccc(OCCCN2CCC(Cc3c[nH]cn3)CC2)cc1)N1CCCCC1,IC50,=,2000.0,nM,5.7,,CHEMBL866476,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138111,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL203567,Nc1c(C(=O)c2cccc(OC[C@@H](O)CO)c2)cnn1-c1ccc(F)cc1,IC50,=,25000.0,nM,4.6,,CHEMBL859674,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138177,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL382838,Cc1cccc(-c2nn3c(c2-c2ccc4[nH]cnc4c2)CCC3)n1,IC50,=,27000.0,nM,4.57,,CHEMBL866522,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138200,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL382842,CCc1ccccc1C1(Br)C(=O)c2ccccc2C1=O,IC50,=,83000.0,nM,4.08,,CHEMBL860702,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1146097,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL381386,Cn1ccnc1C(O)C=C(c1ccccc1)c1ccccc1,IC50,=,15000.0,nM,4.82,,CHEMBL860702,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1146097,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL205183,Cc1ccc2c(c1)C(n1cccc1)c1cccnc1CC2,IC50,=,40000.0,nM,4.4,,CHEMBL860702,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1146097,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL433138,Fc1ccc(C(OCCN2CCC(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,IC50,=,1210.0,nM,5.92,,CHEMBL860702,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1146097,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL206345,C[N+]1(C)C2CCC1CC(OC1c3ccccc3C=Cc3ccccc31)C2,IC50,=,60000.0,nM,4.22,,CHEMBL860702,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1146097,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL1790047,c1ccc(CCNCCC2c3ccccc3Sc3ccccc32)cc1,IC50,=,260.0,nM,6.58,,CHEMBL860702,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1146097,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL1790046,CC(Cc1ccccc1)NC1CC2c3ccccc3CCc3cccc1c32,IC50,=,150.0,nM,6.82,,CHEMBL860702,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1146097,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL377088,O=C1c2ccccc2C(O)C1C1c2ccccc2C=Cc2ccccc21,IC50,=,60000.0,nM,4.22,,CHEMBL860702,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1146097,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL205623,CCCCCCCCCCCc1cccn1C1c2ccccc2CCc2ccccc21,IC50,=,5800.0,nM,5.24,,CHEMBL860702,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1146097,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL203446,CC1C2C=C(C=C3c4ccccc4CCc4ccccc43)CC1CC2,IC50,=,210.0,nM,6.68,,CHEMBL860702,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1146097,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL380748,CN(C)CCC1(O)c2ccccc2CCc2ccc3ccccc3c21,IC50,=,60.0,nM,7.22,,CHEMBL860702,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1146097,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL1908847,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,IC50,=,60000.0,nM,4.22,,CHEMBL860702,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1146097,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL208787,CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)NC(C)C)c1ccc2occc2c1,IC50,=,62000.0,nM,4.21,,CHEMBL870293,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138900,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL2113242,CCc1coc2ccc(N3C[C@@]4(CN5CCC4CC5)OC3=O)cc12,IC50,=,21000.0,nM,4.68,,CHEMBL870896,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138068,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL213024,O=C1O[C@@]2(CN3CCC2CC3)CN1c1ccc(Br)s1,IC50,=,9000.0,nM,5.05,,CHEMBL870896,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138068,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL192704,O=C1O[C@]2(CN3CCC2CC3)CN1c1ccc(Cl)s1,IC50,=,2000.0,nM,5.7,,CHEMBL870896,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138068,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL212689,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(F)c2)CC1,IC50,=,1600.0,nM,5.8,,CHEMBL870535,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138893,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL378471,O=C(N[C@H]1CN2CCC1CC2)c1ccc2occc2c1,IC50,=,3600.0,nM,5.44,,CHEMBL870289,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138064,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL212521,CC[C@H](N)C(=O)N[C@H](C#N)Cc1ccc(-c2ccccc2)cc1,IC50,=,12605.0,nM,4.9,,CHEMBL864719,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1138912,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL534942,Cl.Clc1ccccc1CC(c1ccccc1)N1CCNCC1,IC50,=,500.0,nM,6.3,,CHEMBL864243,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1145304,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL540107,CCOc1ccccc1C[C@@H](c1ccccc1)N1CCNCC1.Cl,IC50,=,10000.0,nM,5.0,,CHEMBL864243,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1145304,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL534723,CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1.Cl,IC50,=,30000.0,nM,4.52,,CHEMBL864243,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1145304,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL215920,CC1CCC(N[C@@H]2CCN(C(=O)N3CC[C@H](N(C)C(=O)c4ccc(-c5ccc(C(F)(F)F)cc5)cc4)C3)C2)CC1,IC50,=,55.0,nM,7.26,,CHEMBL869870,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1149519,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL211746,CN(C(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)[C@H]1CCN(C(=O)N2CC[C@@H](NCCCc3ccccc3)C2)C1,IC50,=,2000.0,nM,5.7,,CHEMBL869870,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1149519,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL382851,CN(C(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)[C@H]1CCN(C(=O)N2CC[C@@H](NCCC(C)(C)c3ccc(Cl)cc3)C2)C1,IC50,=,3300.0,nM,5.48,,CHEMBL869870,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1149519,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL214513,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCC(C)(C)CC5)C4)C3)s2)cc1,IC50,=,3200.0,nM,5.5,,CHEMBL908631,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1149494,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL214078,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](N[C@@H](C)COC)C4)C3)cc2)cc1,IC50,=,24500.0,nM,4.61,,CHEMBL908631,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1149494,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL215754,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](N[C@@H](C)C(C)C)C4)C3)cc2)cc1,IC50,=,4300.0,nM,5.37,,CHEMBL908631,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1149494,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL214660,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](N5CCCCC5)C4)C3)cc2)cc1,IC50,=,10400.0,nM,4.98,,CHEMBL908631,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1149494,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL217300,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCOCC5)C4)C3)s2)cc1,IC50,=,5100.0,nM,5.29,,CHEMBL908631,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1149494,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL215446,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC)C4)C3)s2)cc1,IC50,=,18700.0,nM,4.73,,CHEMBL908631,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1149494,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL215308,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NCC5CCOCC5)C4)C3)s2)cc1,IC50,=,5800.0,nM,5.24,,CHEMBL908631,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1149494,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL214227,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC(C)C)C4)C3)cc2)cc1,IC50,=,15600.0,nM,4.81,,CHEMBL908631,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1149494,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL214774,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC(C)C)C4)C3)s2)cc1,IC50,=,9200.0,nM,5.04,,CHEMBL908631,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1149494,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL265255,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCCC5)C4)C3)s2)cc1,IC50,=,2600.0,nM,5.58,,CHEMBL908631,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1149494,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL384145,CN(C(=O)c1ccc(-c2ccccc2)s1)[C@H]1CCN(C(=O)N2CC[C@@H](NC3CCC(C)(C)CC3)C2)C1,IC50,=,2300.0,nM,5.64,,CHEMBL908631,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1149494,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL386969,CCOc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCC(C)(C)CC5)C4)C3)s2)cc1,IC50,=,12500.0,nM,4.9,,CHEMBL908631,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1149494,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL215067,CN(C(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)s1)[C@H]1CCN(C(=O)N2CC[C@@H](NC3CCC(C)(C)CC3)C2)C1,IC50,=,900.0,nM,6.05,,CHEMBL908631,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1149494,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL383933,COc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCC(C)(C)CC5)C4)C3)s2)c(C)c1,IC50,=,4500.0,nM,5.35,,CHEMBL908631,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1149494,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL384622,CN(C(=O)c1ccc(-c2ccc3c(c2)OCCO3)s1)[C@H]1CCN(C(=O)N2CC[C@@H](NC3CCC(C)(C)CC3)C2)C1,IC50,=,4500.0,nM,5.35,,CHEMBL908631,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1149494,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL442064,Cc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCC(C)(C)CC5)C4)C3)s2)cc1,IC50,=,3500.0,nM,5.46,,CHEMBL908631,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1149494,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL386454,COc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCC(C)(C)CC5)C4)C3)s2)cc1,IC50,=,5600.0,nM,5.25,,CHEMBL908631,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1149494,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL359657,NCc1ccc(-c2cccnc2)s1,Ki,=,84500.0,nM,4.07,,CHEMBL910620,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1137358,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL385008,NCc1cc(-c2cccnc2)n[nH]1,Ki,=,29800.0,nM,4.53,,CHEMBL910620,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1137358,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL214859,NCc1ccc(-c2ccccc2)o1,Ki,=,14800.0,nM,4.83,,CHEMBL910620,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1137358,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL215174,c1cncc(-c2ccc(C3SCCS3)o2)c1,Ki,=,38400.0,nM,4.42,,CHEMBL910620,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1137358,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL214990,CSCc1ccc(-c2cccnc2)o1,Ki,=,64500.0,nM,4.19,,CHEMBL910620,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1137358,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL214784,SCc1ccc(-c2cccnc2)o1,Ki,=,700.0,nM,6.16,,CHEMBL910620,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1137358,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL386124,CC(=O)SCc1ccc(-c2cccnc2)o1,Ki,=,45400.0,nM,4.34,,CHEMBL910620,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1137358,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL179704,Cc1cscc1-c1cccnc1,Ki,=,96500.0,nM,4.01,,CHEMBL910620,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1137358,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL178516,c1cncc(-c2c[nH]cn2)c1,Ki,=,100000.0,nM,4.0,,CHEMBL910620,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1137358,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL179669,Cc1ccsc1-c1cccnc1,Ki,=,48000.0,nM,4.32,,CHEMBL910620,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1137358,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL360541,NCC#Cc1cccnc1,Ki,=,60500.0,nM,4.22,,CHEMBL910620,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1137358,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL178938,CNCc1ccc(-c2cccnc2)o1,Ki,=,45300.0,nM,4.34,,CHEMBL910620,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1137358,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL178090,NCc1ccc(-c2cccnc2)o1,Ki,=,5700.0,nM,5.24,,CHEMBL910620,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1137358,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL361969,CN(C)Cc1ccc(-c2cccnc2)s1,Ki,=,14400.0,nM,4.84,,CHEMBL910620,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1137358,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL369285,CNCc1ccc(-c2cccnc2)s1,Ki,=,56500.0,nM,4.25,,CHEMBL910620,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1137358,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL220407,CC(C)N1CCN(C(=O)N2CCC(NC(=O)C3CCCC3)CC2)CC1,IC50,=,17000.0,nM,4.77,,CHEMBL863594,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1137244,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL219128,CC(C)N1CCN(C(=O)N2CCC(C(C)(C)C)CC2)CC1,IC50,=,7000.0,nM,5.16,,CHEMBL863594,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1137244,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL267210,Cc1ccc2c(C(=O)O)c(O)c(-c3ccc(Cl)cc3)nc2c1C,IC50,=,17000.0,nM,4.77,,CHEMBL909917,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1139219,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL219060,O=C(OCc1ccccc1)N1CCC(CNc2ccncc2)CC1,IC50,=,15000.0,nM,4.82,,CHEMBL856833,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1141373,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL218068,O=C(OCc1ccccc1)N1CCC(CNc2ccncn2)CC1,IC50,=,1300.0,nM,5.89,,CHEMBL856833,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1141373,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL220660,O=C(OCc1ccccc1)N1CCC(CNc2cnccn2)CC1,IC50,=,1700.0,nM,5.77,,CHEMBL856833,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1141373,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL218067,O=C(OCc1ccccc1)N1CCC(CNc2cccnc2)CC1,IC50,=,1700.0,nM,5.77,,CHEMBL856833,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1141373,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL222424,O=C1NC(c2ccc(F)cc2)(c2ccc(F)cc2)CN1C1CCN(Cc2ccccc2)CC1,IC50,=,4700.0,nM,5.33,,CHEMBL913813,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1142992,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL223079,O=C1NC(c2ccc(F)cc2)(c2ccc(F)cc2)CN1C1CCN(Cc2cccc(Cl)c2)CC1,IC50,=,5300.0,nM,5.28,,CHEMBL913813,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1142992,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL221401,O=C1NC(c2ccc(F)cc2)(c2ccc(F)cc2)CN1C1CCN(Cc2cccc(F)c2)CC1,IC50,=,12000.0,nM,4.92,,CHEMBL913813,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1142992,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL389908,O=C(NCc1ccc(F)cc1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,IC50,=,1500.0,nM,5.82,,CHEMBL904761,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1143658,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL390526,O=C(NCC1CCOCC1)c1cnc(Nc2cc(F)cc(F)c2)nc1C(F)(F)F,IC50,=,45000.0,nM,4.35,,CHEMBL904761,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1143658,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL225412,O=C(NCC1CCOCC1)c1cnc(Nc2cc(Cl)cc(Cl)c2)nc1C(F)(F)F,IC50,=,27000.0,nM,4.57,,CHEMBL904761,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1143658,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL387620,O=C(NCC1(O)CCCCC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,IC50,=,13000.0,nM,4.89,,CHEMBL904761,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1143658,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL227899,O=C(NCC1CCC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,IC50,=,22000.0,nM,4.66,,CHEMBL904761,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1143658,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL226385,O=C(NCC1CCOCC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,IC50,=,51000.0,nM,4.29,,CHEMBL904761,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1143658,1,,0,Hepatotoxicity,CYP2D6,1,less_potent
CHEMBL231334,CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(C)CC3)cc1,IC50,=,1600.0,nM,5.8,,CHEMBL905987,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1143778,1,,1,Hepatotoxicity,CYP2D6,2,potent
CHEMBL231430,CN1CCc2ccc(NS(=O)(=O)c3ccc(-c4ccc(Cl)cc4)cc3)cc2CC1,IC50,=,1500.0,nM,5.82,,CHEMBL905987,A,CHEMBL289,Cytochrome P450 2D6,CHEMBL1143778,1,,1,Hepatotoxicity,CYP2D6,2,potent
